;seq_name;V1;V2;center_seq_name;eukref_env_biome;eukref_geo_loc_name;eukref_notes;gb_isolation_source;pr2_ocean;gb_lat_lon;pr2_ecosystem;pr2_habitat;gb_publication
879;GY014555_1_1787_U_Aurantiochytrium_limacinum;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;NA
880;GZ252847_1_1723_U_Aurantiochytrium_sp;H;109;HL196857_1_1761_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;NA
881;GZ445870_2_1713_U_Thraustochytriaceae_QPX_sp;H;202;DI343995_2_1713_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;NA;NA;NA;NA;;NA
882;HK664894_1_1723_U_Aurantiochytrium_sp;H;109;HL196857_1_1761_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;NA
883;HK733215_2_1713_U_Thraustochytriaceae_QPX_sp;H;202;DI343995_2_1713_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;NA;NA;NA;NA;;NA
884;HL196857_1_1761_U_Aurantiochytrium_sp;S;109;HL196857_1_1761_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;NA
885;HL196896_1_1724_U_Thraustochytriaceae_X_sp;H;109;HL196857_1_1761_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;NA
886;HL496341_2_1713_U_Thraustochytriaceae_QPX_sp;H;202;DI343995_2_1713_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;NA;NA;NA;NA;;NA
887;HL953383_2_1713_U_Thraustochytriaceae_QPX_sp;H;202;DI343995_2_1713_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;NA;NA;NA;NA;;NA
888;HM042904_1_1758_U_Aurantiochytrium_limacinum;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
889;HM042905_1_1751_U_Aurantiochytrium_limacinum;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
890;HM042906_1_1757_U_Aurantiochytrium_limacinum;H;39;MH319327_1_1801_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
891;HM042907_1_1756_U_Aurantiochytrium_limacinum;H;52;AB362211_1_1790_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
892;HM042908_1_1758_U_Aurantiochytrium_limacinum;H;39;MH319327_1_1801_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
893;HM042909_1_1756_U_Aurantiochytrium_limacinum;H;79;MH595609_1_1776_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
894;HM042910_1_1757_U_Aurantiochytrium_limacinum;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
895;HM042911_1_1756_U_Aurantiochytrium_limacinum;H;39;MH319327_1_1801_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
896;HM042912_1_1755_U_Aurantiochytrium_limacinum;H;68;KX379459_1_1781_U_Aurantiochytrium_limacinum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
897;HM042913_1_1757_U_Aurantiochytrium_limacinum;S;144;HM042913_1_1757_U_Aurantiochytrium_limacinum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
898;HM042914_1_1757_U_Aurantiochytrium_limacinum;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Direct Submission
899;HM103461_1_1001_U_Aplanochytrium_sp;H;420;DQ103811_1_1420_U_Aplanochytrium_sp;NA;NA;NA;deep-sea sediment 1260 m deep;NA;NA;deep_sea;sediment;Comparative metagenomics of bathypelagic plankton and bottom sediment from the Sea of Marmara
900;HM126528_1_1779_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;NA;;Production of lipids containing high levels of docosahexaenoic acid by a newly isolated microalga, Aurantiochytrium sp. KRS101
901;HM227105_1_525_U_Labyrinthulomycetes_LAB6_sp;S;953;HM227105_1_525_U_Labyrinthulomycetes_LAB6_sp;NA;NA;NA;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
902;HM227261_1_528_U_Aplanochytrium_sp;S;950;HM227261_1_528_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
903;HM227636_1_510_U_Aplanochytrium_sp;H;945;HM228082_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
904;HM227900_1_529_U_Aplanochytrium_sp;H;59;DQ103777_1_1786_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
905;HM227954_1_529_U_Aplanochytrium_sp;H;945;HM228082_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
906;HM227970_1_528_U_Aplanochytrium_sp;H;945;HM228082_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
907;HM227977_1_529_U_Aplanochytrium_sp;H;945;HM228082_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
908;HM228019_1_529_U_Aplanochytrium_sp;H;944;HM228069_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
909;HM228040_1_528_U_Aplanochytrium_sp;H;945;HM228082_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
910;HM228069_1_532_U_Aplanochytrium_sp;S;944;HM228069_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
911;HM228082_1_532_U_Aplanochytrium_sp;S;945;HM228082_1_532_U_Aplanochytrium_sp;marine, water;Brazil: Rio de Janeiro;marine water of Arraial do Cabo upwelling system;marine water of Arraial do Cabo upwelling system;NA;NA;coastal;water;Microbial diversity of a Brazilian coastal region influenced by an upwelling system and anthropogenic activity
912;HM228122_1_529_U_Aplanochytrium_sp;H;59;DQ103777_1_1786_U_Aplanochytrium_sp;sediment, mangrove area;Brazil: Rio de Janeiro;sediment of mangrove system;sediment of mangrove system;NA;NA;mangrove;sediment;18S rDNA sequences from microeukaryotes reveal oil indicators in mangrove sediment
913;HM228191_1_529_U_Oblongichytrium_sp;S;947;HM228191_1_529_U_Oblongichytrium_sp;sediment, mangrove area;Brazil: Rio de Janeiro;sediment of mangrove system;sediment of mangrove system;NA;NA;mangrove;sediment;18S rDNA sequences from microeukaryotes reveal oil indicators in mangrove sediment
914;HM228316_1_529_U_Aplanochytrium_sp;H;320;OBEP010036060_1_1565_U_Aplanochytrium_minutum;sediment, mangrove area;Brazil: Rio de Janeiro;sediment of mangrove system;sediment of mangrove system;NA;NA;mangrove;sediment;18S rDNA sequences from microeukaryotes reveal oil indicators in mangrove sediment
915;HM228368_1_529_U_Aplanochytrium_sp;H;320;OBEP010036060_1_1565_U_Aplanochytrium_minutum;sediment, mangrove area;Brazil: Rio de Janeiro;sediment of mangrove system;sediment of mangrove system;NA;NA;mangrove;sediment;18S rDNA sequences from microeukaryotes reveal oil indicators in mangrove sediment
916;HM369554_1_1024_U_Thraustochytriaceae_LAB17_sp;S;633;HM369554_1_1024_U_Thraustochytriaceae_LAB17_sp;NA;NA;NA;Boothbay Harbor, 1m depth;NA;43.8444 N 69.6410 W;coastal;water;Capturing suspected diversity of marine heterotrophic protists - one cell at a time
917;HM369556_1_1089_U_Labyrinthulomycetes_LAB4_X_sp;H;431;GU823652_1_1404_U_Labyrinthulomycetes_LAB4_X_sp;NA;NA;NA;Boothbay Harbor, 1m depth;NA;43.8444 N 69.6410 W;coastal;water;Capturing suspected diversity of marine heterotrophic protists - one cell at a time
918;HM369669_1_518_U_Labyrinthulomycetes_LAB9_X_sp;S;964;HM369669_1_518_U_Labyrinthulomycetes_LAB9_X_sp;NA;NA;NA;Boothbay Harbor, 1m depth;NA;43.8444 N 69.6410 W;coastal;water;Capturing suspected diversity of marine heterotrophic protists - one cell at a time
919;HM369675_1_514_U_Thraustochytriaceae_LAB17_sp;S;974;HM369675_1_514_U_Thraustochytriaceae_LAB17_sp;marine;USA: Boothbay Harbor;bay harbor, 1m depth;Boothbay Harbor, 1m depth;NA;43.8444 N 69.6410 W;coastal;water;Capturing suspected diversity of marine heterotrophic protists - one cell at a time
920;HM369677_1_530_U_Labyrinthulomycetes_LAB4_X_sp;S;946;HM369677_1_530_U_Labyrinthulomycetes_LAB4_X_sp;marine;USA: Boothbay Harbor;bay harbor, 1m depth;Boothbay Harbor, 1m depth;NA;43.8444 N 69.6410 W;coastal;water;Capturing suspected diversity of marine heterotrophic protists - one cell at a time
921;HM581932_1_1089_U_Labyrinthula_sp;H;238;FR875359_1_1685_U_Labyrinthula_sp;NA;NA;NA;NA;Pacific Ocean;NA;coastal;;Direct Submission
922;HM744738_1_684_U_Thraustochytrium_aureum;S;824;HM744738_1_684_U_Thraustochytrium_aureum;marine;Viet Nam: Binh Dinh Province, Thi Nai Lagoon;NA;NA;NA;NA;coastal;;Direct Submission
923;HM857458_1_667_U_Labyrinthulomycetes_LAB7_X_sp;S;829;HM857458_1_667_U_Labyrinthulomycetes_LAB7_X_sp;NA;NA;NA;"seawater; sample collection depth: 150 m";NA;33.55 N 118.40 W;oceanic;water;Seasonal Analysis of Protistan Community Structure and Diversity at the USC Microbial Observatory (San Pedro Channel, North Pacific Ocean)
924;HM858871_1_594_U_Labyrinthulomycetes_LAB15_X_sp;H;38;KJ762709_1_1801_U_Labyrinthulomycetes_LAB15_X_sp;marine, water;Pacific Ocean: Eastern North Pacific;"seawater; sample collection depth: 150 m";"seawater; sample collection depth: 150 m";NA;33.55 N 118.40 W;oceanic;water;Seasonal Analysis of Protistan Community Structure and Diversity at the USC Microbial Observatory (San Pedro Channel, North Pacific Ocean)
925;HM859781_1_503_U_Labyrinthulomycetes_LAB15_X_sp;H;28;KJ763928_1_1808_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;"seawater; sample collection depth: 500 m";NA;33.55 N 118.40 W;oceanic;water;Seasonal Analysis of Protistan Community Structure and Diversity at the USC Microbial Observatory (San Pedro Channel, North Pacific Ocean)
926;HQ116831_1_682_U_Thraustochytrium_striatum;S;825;HQ116831_1_682_U_Thraustochytrium_striatum;marine;Viet Nam: Binh Dinh, Thi Nai saltmarsh lagoon;NA;NA;NA;NA;coastal;water;Direct Submission
927;HQ156895_1_604_U_Labyrinthulomycetes_LAB15_X_sp;S;862;HQ156895_1_604_U_Labyrinthulomycetes_LAB15_X_sp;NA;NA;NA;Isfjorden Area, Svalbard;NA;NA;coastal;water;Molecular diversity and temporal variation of picoeukaryotes in two Arctic fjords, Svalbard
928;HQ222551_1_965_U_Labyrinthulaceae_X_sp;S;641;HQ222551_1_965_U_Labyrinthulaceae_X_sp;NA;NA;NA;ocean water, 22 m depth;NA;78.33 N 74.01 W;oceanic;water;Late summer distribution and diversity of marine protists in arctic surface waters
929;HQ222552_1_947_U_Labyrinthulaceae_X_sp;H;641;HQ222551_1_965_U_Labyrinthulaceae_X_sp;NA;NA;NA;ocean water, 25 m depth;NA;76.25 N 74.17 W;oceanic;water;Late summer distribution and diversity of marine protists in arctic surface waters
930;HQ228948_1_1714_U_Oblongichytrium_sp;S;201;HQ228948_1_1714_U_Oblongichytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
931;HQ228949_1_1710_U_Aurantiochytrium_sp;H;75;AB973555_1_1777_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
932;HQ228950_1_1733_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
933;HQ228951_1_1731_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
934;HQ228952_1_1745_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
935;HQ228953_1_1729_U_Thraustochytrium_striatum;S;170;HQ228953_1_1729_U_Thraustochytrium_striatum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
936;HQ228954_1_1733_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
937;HQ228955_1_1750_U_Thraustochytrium_aureum;S;126;HQ228955_1_1750_U_Thraustochytrium_aureum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
938;HQ228956_1_1720_U_Thraustochytrium_striatum;S;185;HQ228956_1_1720_U_Thraustochytrium_striatum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
939;HQ228957_1_1722_U_Thraustochytrium_aureum;S;183;HQ228957_1_1722_U_Thraustochytrium_aureum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
940;HQ228958_1_1731_U_Ulkenia_sp;H;127;HQ228981_1_1750_U_Ulkenia_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
941;HQ228959_1_1737_U_Ulkenia_sp;H;127;HQ228981_1_1750_U_Ulkenia_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
942;HQ228960_1_1733_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
943;HQ228961_1_1748_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
944;HQ228962_1_1719_U_Thraustochytrium_kinnei;H;18;L34668_1_1821_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
945;HQ228963_1_1707_U_Thraustochytrium_kinnei;H;18;L34668_1_1821_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
946;HQ228964_1_1711_U_Thraustochytrium_kinnei;H;18;L34668_1_1821_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
947;HQ228965_1_1736_U_Thraustochytrium_kinnei;H;128;JN180127_1_1750_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
948;HQ228966_1_1732_U_Thraustochytrium_kinnei;S;161;HQ228966_1_1732_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
949;HQ228967_1_1737_U_Thraustochytrium_kinnei;S;153;HQ228967_1_1737_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
950;HQ228968_1_1731_U_Thraustochytrium_striatum;S;165;HQ228968_1_1731_U_Thraustochytrium_striatum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
951;HQ228969_1_1715_U_Schizochytrium_sp;S;199;HQ228969_1_1715_U_Schizochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
952;HQ228970_1_1739_U_Thraustochytrium_kinnei;H;18;L34668_1_1821_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
953;HQ228971_1_1712_U_Schizochytrium_sp;S;203;HQ228971_1_1712_U_Schizochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
954;HQ228972_1_1742_U_Thraustochytrium_aureum;S;140;HQ228972_1_1742_U_Thraustochytrium_aureum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
955;HQ228973_1_1730_U_Thraustochytrium_striatum;H;95;AB810969_1_1767_U_Thraustochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
956;HQ228974_1_1710_U_Thraustochytrium_kinnei;S;205;HQ228974_1_1710_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
957;HQ228975_1_1624_U_Thraustochytrium_striatum;S;297;HQ228975_1_1624_U_Thraustochytrium_striatum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
958;HQ228976_1_1738_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
959;HQ228977_1_1713_U_Parietichytrium_sarkarianum;H;117;AB355411_1_1756_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
960;HQ228978_1_1738_U_Ulkenia_sp;H;127;HQ228981_1_1750_U_Ulkenia_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
961;HQ228980_1_1739_U_Ulkenia_sp;H;127;HQ228981_1_1750_U_Ulkenia_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
962;HQ228981_1_1750_U_Ulkenia_sp;S;127;HQ228981_1_1750_U_Ulkenia_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
963;HQ228982_1_1727_U_Labyrinthuloides_sp;S;173;HQ228982_1_1727_U_Labyrinthuloides_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
964;HQ228983_1_1703_U_Thraustochytrium_kinnei;S;211;HQ228983_1_1703_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
965;HQ228984_1_1704_U_Aurantiochytrium_sp;H;210;HQ228989_1_1705_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
966;HQ228985_1_1699_U_Aurantiochytrium_sp;H;210;HQ228989_1_1705_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
967;HQ228986_1_1698_U_Aurantiochytrium_sp;H;210;HQ228989_1_1705_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
968;HQ228987_1_1713_U_Aurantiochytrium_sp;H;58;FJ821497_1_1787_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
969;HQ228988_1_1702_U_Aurantiochytrium_sp;S;216;HQ228988_1_1702_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
970;HQ228989_1_1705_U_Aurantiochytrium_sp;S;210;HQ228989_1_1705_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;18S ribosomal RNA gene sequences of Argentinean thraustochytrids
971;HQ393981_1_807_U_Thraustochytriaceae_LAB17_sp;H;495;MZ562737_1_1343_U_Thraustochytriaceae_LAB17_sp;NA;NA;NA;lagoon;NA;NA;coastal;water;Short-term responses of unicellular planktonic eukaryotes to increases in temperature and UVB radiation
972;HQ394039_1_842_U_Aplanochytrium_sp;H;488;EU851174_1_1353_U_Aplanochytrium_sp;NA;NA;NA;lagoon;NA;NA;coastal;water;Short-term responses of unicellular planktonic eukaryotes to increases in temperature and UVB radiation
